"category";"shop_sku";"name [fr]";"attribut_marque";"description [fr]";"ean";"media";"media1";"media2";"media3";"couleurboutique";"attribut_materiautoilescadresetchassis";"line_number";"errors"
"couverturepiscine";"81505";"Bâche à bulles pour piscine Toledo - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Tolédo rectangulaire - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  2.67 X 1.67 m .Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439634";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"888";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81506";"Bâche à bulles pour piscine Lulu - 180 µ - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Lulu carré - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 180 µ.Dimensions de la bâche :  2 X 2 m .Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439641";"https://i.habitatetjardin.com/files/produits/1206/1206_61834_vue0.jpg";"";"";"";"couleurrootbleu";"";"889";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81507";"Bâche à  bulles pour piscine Cordoue - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Cordoue octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  2.96 x1.63 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439658";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"890";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81508";"Bâche à bulles pour piscine Toledo - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Toledo rectangulaire - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  2.67 x 1.67 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439665";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"891";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81509";"Bâche à bulles pour piscine Lulu - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Lulu carré - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  2 x 2 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439672";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"892";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81512";"Bâche hiver pour piscine Cordoue - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Cordoue octogonale - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place -.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  3.49 x 2.16 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439689";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"893";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81513";"Bâche hiver pour piscine Toledo - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Toledo rectangulaire - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place -.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  2 x 3 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439696";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"894";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81514";"Bâche hiver pour piscine Lulu - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Lulu carré - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place -.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  2.96 x 2.96 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439702";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"895";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81519";"Bâche hiver ""Cover 1"" pour piscine Cordoue - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Cordoue octogonale - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - légère et facile à mettre en place.Matière :  PVC 580 gr/m².Dimensions de la piscine :  3.49 X 2.16 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439719";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"896";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81521";"Bâche hiver ""Cover 1"" pour piscine Toledo - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Toledo rectangulaire - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - légère et facile à mettre en place.Matière :  PVC 580 gr/m².Dimensions de la piscine :  2 X 3 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439726";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"897";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"81522";"Bâche hiver ""Cover 1"" pour piscine Lulu - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Lulu carré - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - légère et facile à mettre en place.Matière :  PVC 580 gr/m².Dimensions de la bâche :  2.96 x 2.96 m.Dimensions de la piscine :  2.26 X 2.26 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746439733";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"898";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82354";"Bâche à bulles pour piscine Sunrise - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Sunrise rectangle - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  7.67 x 4.67 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746444508";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"901";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82391";"Bâche à bulles pour piscine Oceano - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Sunrise rectangle - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  7.67 x 4.67 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459878";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"903";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82393";"Bâche à bulles pour piscine Murano - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Sunrise rectangle - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  7.67 x 4.67 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459885";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"904";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82395";"Bâche hiver pour piscine Oceano - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Lulu carré - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place -.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  2 x 2 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746474642";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"905";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82399";"Bâche hiver ""Cover 1"" pour piscine Oceano - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Lulu carré - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - légère et facile à mettre en place.Matière :  PVC 580 gr/m².Dimensions de la piscine :  2.24 X 2.24 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459908";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"906";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82401";"Bâche hiver ""Cover 1"" pour piscine Murano - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Lulu carré - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - légère et facile à mettre en place.Matière :  PVC 580 gr/m².Dimensions de la piscine :  2.24 X 2.24 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459915";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"907";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82926";"Bâche à bulles pour piscine Tampa - 400 µ - bordée 1 coté - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche à bulles bleu pour piscine Tampa rectangle - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.Matière :  Polyéthylène 400 µ.Dimensions de la bâche :  7.67 x 4.67 m.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459922";"https://i.habitatetjardin.com/files/produits/641/bache_ete_max.jpg";"";"";"";"couleurrootbleu";"";"908";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82927";"Bâche hiver pour piscine Tampa - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Tampa rectangle - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place -.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  7.90 x 4.90 m.Dimensions de la piscine :  7.20 x 4.20 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459939";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"909";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"82928";"Bâche hiver ""Cover 1"" pour piscine Tampa - 580 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Lulu carré - illet tous les mètres - Bleu dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - légère et facile à mettre en place.Matière :  PVC 580 gr/m².Dimensions de la piscine :  7.67 x 4.67 m.Poids :  1 kg.Colisage :  1 colis : - 1 x 1 x 1 m, 1 kg.";"3700746459946";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"910";"MCM-05000|The 'media' attribute is required."
"tabourets";"83947";"Chaises ""Evoque"" - Blanc - Lot de 4";"marquehabitatetjardin";"Type de produits :  Chaises.Structure + matière :  Fer chromé - PU.Dossier :  Densité 28 kg.Assise :  Densité 32 kg.Pied :  Acier chromé.Dimensions (L x l x H cm) :  51 x 60 x 86.5 cm.Coloris :  Blanc.Poids :  7.75 kg.Colisage :  1 colis : - 0,5 x 0,69 x 0,56 m, 8,25 kg.";"3700746486294";"https://i.habitatetjardin.com/files/produits/854/chaise-83947_Taille_2.jpg";"";"";"";"";"";"933";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"89185";"Bâche hiver pour piscine Hawai - 280 gr/m²";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Hawaï hexagonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.Matière :  PVC 580 gr/m².Dimensions de la piscine :  Ø 4.10 m.Colisage :  1 colis : - 1 x 1 x 1 m, 5 kg.";"3700746462304";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"1083";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"95424";"Bâche hiver pour piscine Lima - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Lima octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  10.50 x 3.17 m.Colisage :  1 colis : - 1 x 1 x 1 m, 20 kg.";"3700746471092";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"1314";"MCM-05000|The 'media' attribute is required."
"couverturepiscine";"95425";"Bâche hiver pour piscine Santiago - 280 gr/m² - Bleu";"marquehabitatetjardin";"Descriptif :  Bâche hiver pour piscine Santiago octogonale allongée - illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.Matière :  Polyéthylène tissé 280 gr/m².Dimensions de la bâche :  7.85 x 4.04 m.Colisage :  1 colis : - 1 x 1 x 1 m, 20 kg.";"3700746485624";"https://i.habitatetjardin.com/files/produits/641/bache_hiver_max.jpg";"";"";"";"couleurrootbleu";"";"1315";"MCM-05000|The 'media' attribute is required."
